# norm1   norm2  g21_pred   casA_pred   g21_diff   casA_diff   g21_chisq   casA_chisq
0.51 0.91 0.051324 0.00223 -0.9051 -0.9285 248.7368 0.021
0.51 0.92 0.045351 0.001982 -0.9162 -0.9365 254.8418 0.0213
0.51 0.93 0.039379 0.001733 -0.9272 -0.9445 261.0208 0.0217
0.51 0.94 0.033406 0.001484 -0.9383 -0.9524 267.2738 0.0221
0.51 0.95 0.027433 0.001235 -0.9493 -0.9604 273.6008 0.0224
0.51 0.96 0.02146 0.000987 -0.9603 -0.9684 280.0019 0.0228
0.51 0.97 0.015487 0.000738 -0.9714 -0.9764 286.477 0.0232
0.51 0.98 0.009514 0.000489 -0.9824 -0.9843 293.0261 0.0236
0.51 0.99 999 999 999 999 999 999
0.52 0.0 0.594736 0.024861 0.0993 -0.2032 2.9954 0.001
0.52 0.01 0.588763 0.024612 0.0883 -0.2111 2.3665 0.0011
0.52 0.02 0.58279 0.024364 0.0772 -0.2191 1.8117 0.0012
0.52 0.03 0.576818 0.024115 0.0662 -0.2271 1.3308 0.0013
0.52 0.04 0.570845 0.023866 0.0552 -0.2351 0.924 0.0013
0.52 0.05 0.564872 0.023617 0.0441 -0.243 0.5911 0.0014
0.52 0.06 0.558899 0.023369 0.0331 -0.251 0.3323 0.0015
0.52 0.07 0.552926 0.02312 0.022 -0.259 0.1475 0.0016
0.52 0.08 0.546953 0.022871 0.011 -0.2669 0.0368 0.0017
0.52 0.09 0.54098 0.022622 -0.0 -0.2749 0.0 0.0018
0.52 0.1 0.535007 0.022374 -0.0111 -0.2829 0.0373 0.0019
0.52 0.11 0.529035 0.022125 -0.0221 -0.2909 0.1485 0.0021
0.52 0.12 0.523062 0.021876 -0.0332 -0.2988 0.3338 0.0022
0.52 0.13 0.517089 0.021628 -0.0442 -0.3068 0.5931 0.0023
0.52 0.14 0.511116 0.021379 -0.0552 -0.3148 0.9264 0.0024
0.52 0.15 0.505143 0.02113 -0.0663 -0.3228 1.3337 0.0025
0.52 0.16 0.49917 0.020881 -0.0773 -0.3307 1.8151 0.0027
0.52 0.17 0.493197 0.020633 -0.0884 -0.3387 2.3704 0.0028
0.52 0.18 0.487224 0.020384 -0.0994 -0.3467 2.9998 0.0029
0.52 0.19 0.481252 0.020135 -0.1104 -0.3546 3.7032 0.0031
0.52 0.2 0.475279 0.019886 -0.1215 -0.3626 4.4806 0.0032
0.52 0.21 0.469306 0.019638 -0.1325 -0.3706 5.332 0.0033
0.52 0.22 0.463333 0.019389 -0.1436 -0.3786 6.2574 0.0035
0.52 0.23 0.45736 0.01914 -0.1546 -0.3865 7.2569 0.0036
0.52 0.24 0.451387 0.018891 -0.1656 -0.3945 8.3303 0.0038
0.52 0.25 0.445414 0.018643 -0.1767 -0.4025 9.4778 0.0039
0.52 0.26 0.439442 0.018394 -0.1877 -0.4105 10.6993 0.0041
0.52 0.27 0.433469 0.018145 -0.1988 -0.4184 11.9948 0.0043
0.52 0.28 0.427496 0.017896 -0.2098 -0.4264 13.3643 0.0044
0.52 0.29 0.421523 0.017648 -0.2208 -0.4344 14.8079 0.0046
0.52 0.3 0.41555 0.017399 -0.2319 -0.4423 16.3254 0.0048
0.52 0.31 0.409577 0.01715 -0.2429 -0.4503 17.917 0.0049
0.52 0.32 0.403604 0.016901 -0.254 -0.4583 19.5826 0.0051
0.52 0.33 0.397631 0.016653 -0.265 -0.4663 21.3222 0.0053
0.52 0.34 0.391659 0.016404 -0.276 -0.4742 23.1358 0.0055
0.52 0.35 0.385686 0.016155 -0.2871 -0.4822 25.0234 0.0057
0.52 0.36 0.379713 0.015907 -0.2981 -0.4902 26.985 0.0058
0.52 0.37 0.37374 0.015658 -0.3092 -0.4981 29.0207 0.006
0.52 0.38 0.367767 0.015409 -0.3202 -0.5061 31.1304 0.0062
0.52 0.39 0.361794 0.01516 -0.3312 -0.5141 33.314 0.0064
0.52 0.4 0.355821 0.014912 -0.3423 -0.5221 35.5717 0.0066
0.52 0.41 0.349848 0.014663 -0.3533 -0.53 37.9034 0.0068
0.52 0.42 0.343876 0.014414 -0.3644 -0.538 40.3092 0.007
0.52 0.43 0.337903 0.014165 -0.3754 -0.546 42.7889 0.0073
0.52 0.44 0.33193 0.013917 -0.3865 -0.554 45.3427 0.0075
0.52 0.45 0.325957 0.013668 -0.3975 -0.5619 47.9705 0.0077
0.52 0.46 0.319984 0.013419 -0.4085 -0.5699 50.6722 0.0079
0.52 0.47 0.314011 0.01317 -0.4196 -0.5779 53.448 0.0081
0.52 0.48 0.308038 0.012922 -0.4306 -0.5858 56.2979 0.0083
0.52 0.49 0.302065 0.012673 -0.4417 -0.5938 59.2217 0.0086
0.52 0.5 0.296093 0.012424 -0.4527 -0.6018 62.2196 0.0088
0.52 0.51 0.29012 0.012175 -0.4637 -0.6098 65.2914 0.009
0.52 0.52 0.284147 0.011927 -0.4748 -0.6177 68.4373 0.0093
0.52 0.53 0.278174 0.011678 -0.4858 -0.6257 71.6572 0.0095
0.52 0.54 0.272201 0.011429 -0.4969 -0.6337 74.9511 0.0098
0.52 0.55 0.266228 0.01118 -0.5079 -0.6417 78.319 0.01
0.52 0.56 0.260255 0.010932 -0.5189 -0.6496 81.761 0.0103
0.52 0.57 0.254282 0.010683 -0.53 -0.6576 85.2769 0.0105
0.52 0.58 0.24831 0.010434 -0.541 -0.6656 88.8669 0.0108
0.52 0.59 0.242337 0.010185 -0.5521 -0.6735 92.5309 0.011
0.52 0.6 0.236364 0.009937 -0.5631 -0.6815 96.2689 0.0113
0.52 0.61 0.230391 0.009688 -0.5741 -0.6895 100.0809 0.0116
0.52 0.62 0.224418 0.009439 -0.5852 -0.6975 103.9669 0.0118
0.52 0.63 0.218445 0.009191 -0.5962 -0.7054 107.9269 0.0121
0.52 0.64 0.212472 0.008942 -0.6073 -0.7134 111.961 0.0124
0.52 0.65 0.206499 0.008693 -0.6183 -0.7214 116.0691 0.0127
0.52 0.66 0.200527 0.008444 -0.6293 -0.7293 120.2512 0.0129
0.52 0.67 0.194554 0.008196 -0.6404 -0.7373 124.5073 0.0132
0.52 0.68 0.188581 0.007947 -0.6514 -0.7453 128.8374 0.0135
0.52 0.69 0.182608 0.007698 -0.6625 -0.7533 133.2415 0.0138
0.52 0.7 0.176635 0.007449 -0.6735 -0.7612 137.7197 0.0141
0.52 0.71 0.170662 0.007201 -0.6845 -0.7692 142.2718 0.0144
0.52 0.72 0.164689 0.006952 -0.6956 -0.7772 146.898 0.0147
0.52 0.73 0.158716 0.006703 -0.7066 -0.7852 151.5982 0.015
0.52 0.74 0.152744 0.006454 -0.7177 -0.7931 156.3724 0.0153
0.52 0.75 0.146771 0.006206 -0.7287 -0.8011 161.2206 0.0156
0.52 0.76 0.140798 0.005957 -0.7397 -0.8091 166.1429 0.0159
0.52 0.77 0.134825 0.005708 -0.7508 -0.817 171.1391 0.0162
0.52 0.78 0.128852 0.005459 -0.7618 -0.825 176.2094 0.0166
0.52 0.79 0.122879 0.005211 -0.7729 -0.833 181.3537 0.0169
0.52 0.8 0.116906 0.004962 -0.7839 -0.841 186.572 0.0172
0.52 0.81 0.110934 0.004713 -0.7949 -0.8489 191.8643 0.0175
0.52 0.82 0.104961 0.004464 -0.806 -0.8569 197.2306 0.0179
0.52 0.83 0.098988 0.004216 -0.817 -0.8649 202.671 0.0182
0.52 0.84 0.093015 0.003967 -0.8281 -0.8729 208.1853 0.0185
0.52 0.85 0.087042 0.003718 -0.8391 -0.8808 213.7737 0.0189
0.52 0.86 0.081069 0.00347 -0.8501 -0.8888 219.4361 0.0192
0.52 0.87 0.075096 0.003221 -0.8612 -0.8968 225.1725 0.0196
0.52 0.88 0.069123 0.002972 -0.8722 -0.9047 230.9829 0.0199
0.52 0.89 0.063151 0.002723 -0.8833 -0.9127 236.8673 0.0203
0.52 0.9 0.057178 0.002475 -0.8943 -0.9207 242.8258 0.0206
0.52 0.91 0.051205 0.002226 -0.9054 -0.9287 248.8582 0.021
0.52 0.92 0.045232 0.001977 -0.9164 -0.9366 254.9647 0.0213
0.52 0.93 0.039259 0.001728 -0.9274 -0.9446 261.1452 0.0217
0.52 0.94 0.033286 0.00148 -0.9385 -0.9526 267.3997 0.0221
0.52 0.95 0.027313 0.001231 -0.9495 -0.9605 273.7282 0.0224
0.52 0.96 0.02134 0.000982 -0.9606 -0.9685 280.1308 0.0228
0.52 0.97 0.015368 0.000733 -0.9716 -0.9765 286.6073 0.0232
0.52 0.98 0.009395 0.000485 -0.9826 -0.9845 293.1579 0.0236
0.52 0.99 999 999 999 999 999 999
0.53 0.0 0.594617 0.024857 0.0991 -0.2033 2.9821 0.001
0.53 0.01 0.588644 0.024608 0.0881 -0.2113 2.3547 0.0011
0.53 0.02 0.582671 0.024359 0.077 -0.2193 1.8013 0.0012
0.53 0.03 0.576698 0.02411 0.066 -0.2272 1.3219 0.0013
0.53 0.04 0.570725 0.023862 0.0549 -0.2352 0.9166 0.0013
0.53 0.05 0.564752 0.023613 0.0439 -0.2432 0.5852 0.0014
0.53 0.06 0.558779 0.023364 0.0329 -0.2511 0.3279 0.0015
0.53 0.07 0.552807 0.023115 0.0218 -0.2591 0.1446 0.0016
0.53 0.08 0.546834 0.022867 0.0108 -0.2671 0.0353 0.0017
0.53 0.09 0.540861 0.022618 -0.0003 -0.2751 0.0 0.0018
0.53 0.1 0.534888 0.022369 -0.0113 -0.283 0.0388 0.0019
0.53 0.11 0.528915 0.022121 -0.0223 -0.291 0.1515 0.0021
0.53 0.12 0.522942 0.021872 -0.0334 -0.299 0.3383 0.0022
0.53 0.13 0.516969 0.021623 -0.0444 -0.307 0.599 0.0023
0.53 0.14 0.510996 0.021374 -0.0555 -0.3149 0.9338 0.0024
0.53 0.15 0.505024 0.021126 -0.0665 -0.3229 1.3426 0.0025
0.53 0.16 0.499051 0.020877 -0.0775 -0.3309 1.8255 0.0027
0.53 0.17 0.493078 0.020628 -0.0886 -0.3388 2.3823 0.0028
0.53 0.18 0.487105 0.020379 -0.0996 -0.3468 3.0132 0.0029
0.53 0.19 0.481132 0.020131 -0.1107 -0.3548 3.718 0.0031
0.53 0.2 0.475159 0.019882 -0.1217 -0.3628 4.4969 0.0032
0.53 0.21 0.469186 0.019633 -0.1327 -0.3707 5.3498 0.0033
0.53 0.22 0.463213 0.019384 -0.1438 -0.3787 6.2767 0.0035
0.53 0.23 0.457241 0.019136 -0.1548 -0.3867 7.2776 0.0036
0.53 0.24 0.451268 0.018887 -0.1659 -0.3947 8.3526 0.0038
0.53 0.25 0.445295 0.018638 -0.1769 -0.4026 9.5015 0.0039
0.53 0.26 0.439322 0.018389 -0.1879 -0.4106 10.7245 0.0041
0.53 0.27 0.433349 0.018141 -0.199 -0.4186 12.0215 0.0043
0.53 0.28 0.427376 0.017892 -0.21 -0.4265 13.3925 0.0044
0.53 0.29 0.421403 0.017643 -0.2211 -0.4345 14.8375 0.0046
0.53 0.3 0.41543 0.017394 -0.2321 -0.4425 16.3565 0.0048
0.53 0.31 0.409458 0.017146 -0.2431 -0.4505 17.9496 0.0049
0.53 0.32 0.403485 0.016897 -0.2542 -0.4584 19.6166 0.0051
0.53 0.33 0.397512 0.016648 -0.2652 -0.4664 21.3577 0.0053
0.53 0.34 0.391539 0.0164 -0.2763 -0.4744 23.1728 0.0055
0.53 0.35 0.385566 0.016151 -0.2873 -0.4823 25.0619 0.0057
0.53 0.36 0.379593 0.015902 -0.2983 -0.4903 27.025 0.0058
0.53 0.37 0.37362 0.015653 -0.3094 -0.4983 29.0622 0.006
0.53 0.38 0.367647 0.015405 -0.3204 -0.5063 31.1733 0.0062
0.53 0.39 0.361675 0.015156 -0.3315 -0.5142 33.3585 0.0064
0.53 0.4 0.355702 0.014907 -0.3425 -0.5222 35.6177 0.0066
0.53 0.41 0.349729 0.014658 -0.3536 -0.5302 37.9509 0.0068
0.53 0.42 0.343756 0.01441 -0.3646 -0.5382 40.3581 0.007
0.53 0.43 0.337783 0.014161 -0.3756 -0.5461 42.8393 0.0073
0.53 0.44 0.33181 0.013912 -0.3867 -0.5541 45.3946 0.0075
0.53 0.45 0.325837 0.013663 -0.3977 -0.5621 48.0238 0.0077
0.53 0.46 0.319864 0.013415 -0.4088 -0.57 50.7271 0.0079
0.53 0.47 0.313892 0.013166 -0.4198 -0.578 53.5044 0.0081
0.53 0.48 0.307919 0.012917 -0.4308 -0.586 56.3557 0.0084
0.53 0.49 0.301946 0.012668 -0.4419 -0.594 59.281 0.0086
0.53 0.5 0.295973 0.01242 -0.4529 -0.6019 62.2803 0.0088
0.53 0.51 0.29 0.012171 -0.464 -0.6099 65.3537 0.009
0.53 0.52 0.284027 0.011922 -0.475 -0.6179 68.501 0.0093
0.53 0.53 0.278054 0.011673 -0.486 -0.6259 71.7224 0.0095
0.53 0.54 0.272082 0.011425 -0.4971 -0.6338 75.0178 0.0098
0.53 0.55 0.266109 0.011176 -0.5081 -0.6418 78.3872 0.01
0.53 0.56 0.260136 0.010927 -0.5192 -0.6498 81.8306 0.0103
0.53 0.57 0.254163 0.010678 -0.5302 -0.6577 85.3481 0.0105
0.53 0.58 0.24819 0.01043 -0.5412 -0.6657 88.9395 0.0108
0.53 0.59 0.242217 0.010181 -0.5523 -0.6737 92.605 0.011
0.53 0.6 0.236244 0.009932 -0.5633 -0.6817 96.3444 0.0113
0.53 0.61 0.230271 0.009684 -0.5744 -0.6896 100.1579 0.0116
0.53 0.62 0.224299 0.009435 -0.5854 -0.6976 104.0454 0.0118
0.53 0.63 0.218326 0.009186 -0.5964 -0.7056 108.007 0.0121
0.53 0.64 0.212353 0.008937 -0.6075 -0.7135 112.0425 0.0124
0.53 0.65 0.20638 0.008689 -0.6185 -0.7215 116.1521 0.0127
0.53 0.66 0.200407 0.00844 -0.6296 -0.7295 120.3356 0.0129
0.53 0.67 0.194434 0.008191 -0.6406 -0.7375 124.5932 0.0132
0.53 0.68 0.188461 0.007942 -0.6516 -0.7454 128.9248 0.0135
0.53 0.69 0.182488 0.007694 -0.6627 -0.7534 133.3304 0.0138
0.53 0.7 0.176516 0.007445 -0.6737 -0.7614 137.8101 0.0141
0.53 0.71 0.170543 0.007196 -0.6848 -0.7694 142.3637 0.0144
0.53 0.72 0.16457 0.006947 -0.6958 -0.7773 146.9914 0.0147
0.53 0.73 0.158597 0.006699 -0.7068 -0.7853 151.6931 0.015
0.53 0.74 0.152624 0.00645 -0.7179 -0.7933 156.4687 0.0153
0.53 0.75 0.146651 0.006201 -0.7289 -0.8012 161.3184 0.0156
0.53 0.76 0.140678 0.005952 -0.74 -0.8092 166.2422 0.0159
0.53 0.77 0.134705 0.005704 -0.751 -0.8172 171.2399 0.0162
0.53 0.78 0.128733 0.005455 -0.762 -0.8252 176.3116 0.0166
0.53 0.79 0.12276 0.005206 -0.7731 -0.8331 181.4574 0.0169
0.53 0.8 0.116787 0.004957 -0.7841 -0.8411 186.6772 0.0172
0.53 0.81 0.110814 0.004709 -0.7952 -0.8491 191.971 0.0175
0.53 0.82 0.104841 0.00446 -0.8062 -0.8571 197.3388 0.0179
0.53 0.83 0.098868 0.004211 -0.8172 -0.865 202.7806 0.0182
0.53 0.84 0.092895 0.003963 -0.8283 -0.873 208.2965 0.0185
0.53 0.85 0.086922 0.003714 -0.8393 -0.881 213.8863 0.0189
0.53 0.86 0.08095 0.003465 -0.8504 -0.8889 219.5502 0.0192
0.53 0.87 0.074977 0.003216 -0.8614 -0.8969 225.2881 0.0196
0.53 0.88 0.069004 0.002968 -0.8725 -0.9049 231.1 0.0199
0.53 0.89 0.063031 0.002719 -0.8835 -0.9129 236.9859 0.0203
0.53 0.9 0.057058 0.00247 -0.8945 -0.9208 242.9458 0.0206
0.53 0.91 0.051085 0.002221 -0.9056 -0.9288 248.9797 0.021
0.53 0.92 0.045112 0.001973 -0.9166 -0.9368 255.0877 0.0213
0.53 0.93 0.039139 0.001724 -0.9277 -0.9447 261.2697 0.0217
0.53 0.94 0.033167 0.001475 -0.9387 -0.9527 267.5257 0.0221
0.53 0.95 0.027194 0.001226 -0.9497 -0.9607 273.8557 0.0225
0.53 0.96 0.021221 0.000978 -0.9608 -0.9687 280.2597 0.0228
0.53 0.97 0.015248 0.000729 -0.9718 -0.9766 286.7377 0.0232
0.53 0.98 0.009275 0.00048 -0.9829 -0.9846 293.2898 0.0236
0.53 0.99 999 999 999 999 999 999
0.54 0.0 0.594497 0.024852 0.0989 -0.2035 2.9688 0.001
0.54 0.01 0.588524 0.024603 0.0878 -0.2114 2.3429 0.0011
0.54 0.02 0.582551 0.024355 0.0768 -0.2194 1.791 0.0012
0.54 0.03 0.576578 0.024106 0.0658 -0.2274 1.3131 0.0013
0.54 0.04 0.570606 0.023857 0.0547 -0.2353 0.9092 0.0013
0.54 0.05 0.564633 0.023608 0.0437 -0.2433 0.5794 0.0014
0.54 0.06 0.55866 0.02336 0.0326 -0.2513 0.3235 0.0015
0.54 0.07 0.552687 0.023111 0.0216 -0.2593 0.1417 0.0016
0.54 0.08 0.546714 0.022862 0.0106 -0.2672 0.0339 0.0017
0.54 0.09 0.540741 0.022614 -0.0005 -0.2752 0.0001 0.0018
0.54 0.1 0.534768 0.022365 -0.0115 -0.2832 0.0403 0.002
0.54 0.11 0.528796 0.022116 -0.0226 -0.2912 0.1545 0.0021
0.54 0.12 0.522823 0.021867 -0.0336 -0.2991 0.3428 0.0022
0.54 0.13 0.51685 0.021619 -0.0446 -0.3071 0.605 0.0023
0.54 0.14 0.510877 0.02137 -0.0557 -0.3151 0.9413 0.0024
0.54 0.15 0.504904 0.021121 -0.0667 -0.323 1.3516 0.0025
0.54 0.16 0.498931 0.020872 -0.0778 -0.331 1.8359 0.0027
0.54 0.17 0.492958 0.020624 -0.0888 -0.339 2.3942 0.0028
0.54 0.18 0.486985 0.020375 -0.0998 -0.347 3.0265 0.0029
0.54 0.19 0.481013 0.020126 -0.1109 -0.3549 3.7329 0.0031
0.54 0.2 0.47504 0.019877 -0.1219 -0.3629 4.5132 0.0032
0.54 0.21 0.469067 0.019629 -0.133 -0.3709 5.3676 0.0033
0.54 0.22 0.463094 0.01938 -0.144 -0.3788 6.296 0.0035
0.54 0.23 0.457121 0.019131 -0.155 -0.3868 7.2984 0.0036
0.54 0.24 0.451148 0.018882 -0.1661 -0.3948 8.3749 0.0038
0.54 0.25 0.445175 0.018634 -0.1771 -0.4028 9.5253 0.0039
0.54 0.26 0.439202 0.018385 -0.1882 -0.4107 10.7497 0.0041
0.54 0.27 0.43323 0.018136 -0.1992 -0.4187 12.0482 0.0043
0.54 0.28 0.427257 0.017887 -0.2102 -0.4267 13.4207 0.0044
0.54 0.29 0.421284 0.017639 -0.2213 -0.4347 14.8672 0.0046
0.54 0.3 0.415311 0.01739 -0.2323 -0.4426 16.3877 0.0048
0.54 0.31 0.409338 0.017141 -0.2434 -0.4506 17.9822 0.0049
0.54 0.32 0.403365 0.016893 -0.2544 -0.4586 19.6508 0.0051
0.54 0.33 0.397392 0.016644 -0.2654 -0.4665 21.3933 0.0053
0.54 0.34 0.391419 0.016395 -0.2765 -0.4745 23.2099 0.0055
0.54 0.35 0.385447 0.016146 -0.2875 -0.4825 25.1005 0.0057
0.54 0.36 0.379474 0.015898 -0.2986 -0.4905 27.0651 0.0059
0.54 0.37 0.373501 0.015649 -0.3096 -0.4984 29.1037 0.006
0.54 0.38 0.367528 0.0154 -0.3207 -0.5064 31.2163 0.0062
0.54 0.39 0.361555 0.015151 -0.3317 -0.5144 33.403 0.0064
0.54 0.4 0.355582 0.014903 -0.3427 -0.5224 35.6637 0.0066
0.54 0.41 0.349609 0.014654 -0.3538 -0.5303 37.9983 0.0068
0.54 0.42 0.343636 0.014405 -0.3648 -0.5383 40.407 0.007
0.54 0.43 0.337664 0.014156 -0.3759 -0.5463 42.8897 0.0073
0.54 0.44 0.331691 0.013908 -0.3869 -0.5542 45.4465 0.0075
0.54 0.45 0.325718 0.013659 -0.3979 -0.5622 48.0772 0.0077
0.54 0.46 0.319745 0.01341 -0.409 -0.5702 50.7819 0.0079
0.54 0.47 0.313772 0.013161 -0.42 -0.5782 53.5607 0.0081
0.54 0.48 0.307799 0.012913 -0.4311 -0.5861 56.4135 0.0084
0.54 0.49 0.301826 0.012664 -0.4421 -0.5941 59.3403 0.0086
0.54 0.5 0.295853 0.012415 -0.4531 -0.6021 62.3411 0.0088
0.54 0.51 0.289881 0.012166 -0.4642 -0.61 65.4159 0.0091
0.54 0.52 0.283908 0.011918 -0.4752 -0.618 68.5648 0.0093
0.54 0.53 0.277935 0.011669 -0.4863 -0.626 71.7876 0.0095
0.54 0.54 0.271962 0.01142 -0.4973 -0.634 75.0845 0.0098
0.54 0.55 0.265989 0.011171 -0.5083 -0.6419 78.4554 0.01
0.54 0.56 0.260016 0.010923 -0.5194 -0.6499 81.9003 0.0103
0.54 0.57 0.254043 0.010674 -0.5304 -0.6579 85.4192 0.0105
0.54 0.58 0.24807 0.010425 -0.5415 -0.6659 89.0121 0.0108
0.54 0.59 0.242098 0.010177 -0.5525 -0.6738 92.6791 0.011
0.54 0.6 0.236125 0.009928 -0.5635 -0.6818 96.4201 0.0113
0.54 0.61 0.230152 0.009679 -0.5746 -0.6898 100.235 0.0116
0.54 0.62 0.224179 0.00943 -0.5856 -0.6977 104.124 0.0118
0.54 0.63 0.218206 0.009182 -0.5967 -0.7057 108.087 0.0121
0.54 0.64 0.212233 0.008933 -0.6077 -0.7137 112.124 0.0124
0.54 0.65 0.20626 0.008684 -0.6187 -0.7217 116.2351 0.0127
0.54 0.66 0.200287 0.008435 -0.6298 -0.7296 120.4201 0.013
0.54 0.67 0.194315 0.008187 -0.6408 -0.7376 124.6792 0.0132
0.54 0.68 0.188342 0.007938 -0.6519 -0.7456 129.0123 0.0135
0.54 0.69 0.182369 0.007689 -0.6629 -0.7536 133.4194 0.0138
0.54 0.7 0.176396 0.00744 -0.6739 -0.7615 137.9005 0.0141
0.54 0.71 0.170423 0.007192 -0.685 -0.7695 142.4556 0.0144
0.54 0.72 0.16445 0.006943 -0.696 -0.7775 147.0847 0.0147
0.54 0.73 0.158477 0.006694 -0.7071 -0.7854 151.7879 0.015
0.54 0.74 0.152505 0.006445 -0.7181 -0.7934 156.5651 0.0153
0.54 0.75 0.146532 0.006197 -0.7291 -0.8014 161.4163 0.0156
0.54 0.76 0.140559 0.005948 -0.7402 -0.8094 166.3415 0.0159
0.54 0.77 0.134586 0.005699 -0.7512 -0.8173 171.3407 0.0163
0.54 0.78 0.128613 0.00545 -0.7623 -0.8253 176.4139 0.0166
0.54 0.79 0.12264 0.005202 -0.7733 -0.8333 181.5612 0.0169
0.54 0.8 0.116667 0.004953 -0.7843 -0.8413 186.7824 0.0172
0.54 0.81 0.110694 0.004704 -0.7954 -0.8492 192.0777 0.0175
0.54 0.82 0.104722 0.004456 -0.8064 -0.8572 197.447 0.0179
0.54 0.83 0.098749 0.004207 -0.8175 -0.8652 202.8903 0.0182
0.54 0.84 0.092776 0.003958 -0.8285 -0.8731 208.4076 0.0185
0.54 0.85 0.086803 0.003709 -0.8396 -0.8811 213.9989 0.0189
0.54 0.86 0.08083 0.003461 -0.8506 -0.8891 219.6643 0.0192
0.54 0.87 0.074857 0.003212 -0.8616 -0.8971 225.4037 0.0196
0.54 0.88 0.068884 0.002963 -0.8727 -0.905 231.217 0.0199
0.54 0.89 0.062911 0.002714 -0.8837 -0.913 237.1044 0.0203
0.54 0.9 0.056939 0.002466 -0.8948 -0.921 243.0659 0.0206
0.54 0.91 0.050966 0.002217 -0.9058 -0.9289 249.1013 0.021
0.54 0.92 0.044993 0.001968 -0.9168 -0.9369 255.2107 0.0214
0.54 0.93 0.03902 0.001719 -0.9279 -0.9449 261.3942 0.0217
0.54 0.94 0.033047 0.001471 -0.9389 -0.9529 267.6516 0.0221
0.54 0.95 0.027074 0.001222 -0.95 -0.9608 273.9831 0.0225
0.54 0.96 0.021101 0.000973 -0.961 -0.9688 280.3886 0.0228
0.54 0.97 0.015128 0.000724 -0.972 -0.9768 286.8681 0.0232
0.54 0.98 0.009156 0.000476 -0.9831 -0.9848 293.4217 0.0236
0.54 0.99 999 999 999 999 999 999
0.55 0.0 0.594378 0.024848 0.0987 -0.2036 2.9556 0.001
0.55 0.01 0.588405 0.024599 0.0876 -0.2116 2.3311 0.0011
0.55 0.02 0.582432 0.02435 0.0766 -0.2195 1.7807 0.0012
0.55 0.03 0.576459 0.024101 0.0655 -0.2275 1.3043 0.0013
0.55 0.04 0.570486 0.023853 0.0545 -0.2355 0.9019 0.0013
0.55 0.05 0.564513 0.023604 0.0435 -0.2435 0.5735 0.0014
0.55 0.06 0.55854 0.023355 0.0324 -0.2514 0.3192 0.0015
0.55 0.07 0.552567 0.023107 0.0214 -0.2594 0.1388 0.0016
0.55 0.08 0.546595 0.022858 0.0103 -0.2674 0.0325 0.0017
0.55 0.09 0.540622 0.022609 -0.0007 -0.2754 0.0001 0.0018
0.55 0.1 0.534649 0.02236 -0.0117 -0.2833 0.0418 0.002
0.55 0.11 0.528676 0.022112 -0.0228 -0.2913 0.1576 0.0021
0.55 0.12 0.522703 0.021863 -0.0338 -0.2993 0.3473 0.0022
0.55 0.13 0.51673 0.021614 -0.0449 -0.3072 0.611 0.0023
0.55 0.14 0.510757 0.021365 -0.0559 -0.3152 0.9488 0.0024
0.55 0.15 0.504784 0.021117 -0.0669 -0.3232 1.3605 0.0025
0.55 0.16 0.498812 0.020868 -0.078 -0.3312 1.8463 0.0027
0.55 0.17 0.492839 0.020619 -0.089 -0.3391 2.4061 0.0028
0.55 0.18 0.486866 0.02037 -0.1001 -0.3471 3.0399 0.0029
0.55 0.19 0.480893 0.020122 -0.1111 -0.3551 3.7478 0.0031
0.55 0.2 0.47492 0.019873 -0.1221 -0.363 4.5296 0.0032
0.55 0.21 0.468947 0.019624 -0.1332 -0.371 5.3855 0.0033
0.55 0.22 0.462974 0.019375 -0.1442 -0.379 6.3154 0.0035
0.55 0.23 0.457001 0.019127 -0.1553 -0.387 7.3192 0.0036
0.55 0.24 0.451029 0.018878 -0.1663 -0.3949 8.3972 0.0038
0.55 0.25 0.445056 0.018629 -0.1773 -0.4029 9.5491 0.0039
0.55 0.26 0.439083 0.01838 -0.1884 -0.4109 10.775 0.0041
0.55 0.27 0.43311 0.018132 -0.1994 -0.4189 12.075 0.0043
0.55 0.28 0.427137 0.017883 -0.2105 -0.4268 13.4489 0.0044
0.55 0.29 0.421164 0.017634 -0.2215 -0.4348 14.8969 0.0046
0.55 0.3 0.415191 0.017386 -0.2325 -0.4428 16.4189 0.0048
0.55 0.31 0.409218 0.017137 -0.2436 -0.4507 18.0149 0.0049
0.55 0.32 0.403246 0.016888 -0.2546 -0.4587 19.6849 0.0051
0.55 0.33 0.397273 0.016639 -0.2657 -0.4667 21.429 0.0053
0.55 0.34 0.3913 0.016391 -0.2767 -0.4747 23.247 0.0055
0.55 0.35 0.385327 0.016142 -0.2878 -0.4826 25.1391 0.0057
0.55 0.36 0.379354 0.015893 -0.2988 -0.4906 27.1052 0.0059
0.55 0.37 0.373381 0.015644 -0.3098 -0.4986 29.1453 0.006
0.55 0.38 0.367408 0.015396 -0.3209 -0.5066 31.2594 0.0062
0.55 0.39 0.361436 0.015147 -0.3319 -0.5145 33.4475 0.0064
0.55 0.4 0.355463 0.014898 -0.343 -0.5225 35.7097 0.0066
0.55 0.41 0.34949 0.014649 -0.354 -0.5305 38.0458 0.0068
0.55 0.42 0.343517 0.014401 -0.365 -0.5384 40.456 0.0071
0.55 0.43 0.337544 0.014152 -0.3761 -0.5464 42.9402 0.0073
0.55 0.44 0.331571 0.013903 -0.3871 -0.5544 45.4984 0.0075
0.55 0.45 0.325598 0.013654 -0.3982 -0.5624 48.1306 0.0077
