# norm1   norm2  g21_pred   casA_pred   g21_diff   casA_diff   g21_chisq   casA_chisq
0.08 0.7 0.181895 0.007647 -0.6638 -0.7549 133.7718 0.0139
0.08 0.71 0.175923 0.007398 -0.6748 -0.7629 138.2588 0.0142
0.08 0.72 0.16995 0.007149 -0.6859 -0.7709 142.8198 0.0145
0.08 0.73 0.163977 0.0069 -0.6969 -0.7788 147.4548 0.0148
0.08 0.74 0.158004 0.006652 -0.7079 -0.7868 152.1638 0.0151
0.08 0.75 0.152031 0.006403 -0.719 -0.7948 156.9469 0.0154
0.08 0.76 0.146058 0.006154 -0.73 -0.8028 161.8039 0.0157
0.08 0.77 0.140085 0.005905 -0.7411 -0.8107 166.735 0.016
0.08 0.78 0.134113 0.005657 -0.7521 -0.8187 171.7401 0.0163
0.08 0.79 0.12814 0.005408 -0.7631 -0.8267 176.8192 0.0166
0.08 0.8 0.122167 0.005159 -0.7742 -0.8346 181.9723 0.0169
0.08 0.81 0.116194 0.00491 -0.7852 -0.8426 187.1994 0.0173
0.08 0.82 0.110221 0.004662 -0.7963 -0.8506 192.5005 0.0176
0.08 0.83 0.104248 0.004413 -0.8073 -0.8586 197.8757 0.0179
0.08 0.84 0.098275 0.004164 -0.8183 -0.8665 203.3249 0.0183
0.08 0.85 0.092302 0.003915 -0.8294 -0.8745 208.8481 0.0186
0.08 0.86 0.08633 0.003667 -0.8404 -0.8825 214.4453 0.0189
0.08 0.87 0.080357 0.003418 -0.8515 -0.8905 220.1165 0.0193
0.08 0.88 0.074384 0.003169 -0.8625 -0.8984 225.8617 0.0196
0.08 0.89 0.068411 0.00292 -0.8735 -0.9064 231.681 0.02
0.08 0.9 0.062438 0.002672 -0.8846 -0.9144 237.5742 0.0203
0.08 0.91 0.056465 0.002423 -0.8956 -0.9223 243.5415 0.0207
0.08 0.92 0.050492 0.002174 -0.9067 -0.9303 249.5828 0.0211
0.08 0.93 0.044519 0.001925 -0.9177 -0.9383 255.6981 0.0214
0.08 0.94 0.038547 0.001677 -0.9287 -0.9463 261.8874 0.0218
0.08 0.95 0.032574 0.001428 -0.9398 -0.9542 268.1507 0.0222
0.08 0.96 0.026601 0.001179 -0.9508 -0.9622 274.4881 0.0225
0.08 0.97 0.020628 0.000931 -0.9619 -0.9702 280.8995 0.0229
0.08 0.98 0.014655 0.000682 -0.9729 -0.9781 287.3848 0.0233
0.08 0.99 0.008682 0.000433 -0.984 -0.9861 293.9442 0.0237
0.09 0.0 0.599877 0.025054 0.1088 -0.197 3.596 0.0009
0.09 0.01 0.593904 0.024805 0.0978 -0.205 2.9034 0.001
0.09 0.02 0.587931 0.024556 0.0867 -0.2129 2.2848 0.0011
0.09 0.03 0.581958 0.024308 0.0757 -0.2209 1.7402 0.0012
0.09 0.04 0.575986 0.024059 0.0647 -0.2289 1.2697 0.0013
0.09 0.05 0.570013 0.02381 0.0536 -0.2369 0.8732 0.0014
0.09 0.06 0.56404 0.023561 0.0426 -0.2448 0.5507 0.0015
0.09 0.07 0.558067 0.023313 0.0315 -0.2528 0.3022 0.0016
0.09 0.08 0.552094 0.023064 0.0205 -0.2608 0.1277 0.0017
0.09 0.09 0.546121 0.022815 0.0095 -0.2687 0.0272 0.0018
0.09 0.1 0.540148 0.022566 -0.0016 -0.2767 0.0008 0.0019
0.09 0.11 0.534175 0.022318 -0.0126 -0.2847 0.0483 0.002
0.09 0.12 0.528203 0.022069 -0.0237 -0.2927 0.1699 0.0021
0.09 0.13 0.52223 0.02182 -0.0347 -0.3006 0.3655 0.0022
0.09 0.14 0.516257 0.021571 -0.0457 -0.3086 0.6351 0.0023
0.09 0.15 0.510284 0.021323 -0.0568 -0.3166 0.9787 0.0024
0.09 0.16 0.504311 0.021074 -0.0678 -0.3246 1.3963 0.0026
0.09 0.17 0.498338 0.020825 -0.0789 -0.3325 1.888 0.0027
0.09 0.18 0.492365 0.020577 -0.0899 -0.3405 2.4537 0.0028
0.09 0.19 0.486392 0.020328 -0.1009 -0.3485 3.0933 0.003
0.09 0.2 0.48042 0.020079 -0.112 -0.3564 3.807 0.0031
0.09 0.21 0.474447 0.01983 -0.123 -0.3644 4.5948 0.0032
0.09 0.22 0.468474 0.019582 -0.1341 -0.3724 5.4565 0.0034
0.09 0.23 0.462501 0.019333 -0.1451 -0.3804 6.3922 0.0035
0.09 0.24 0.456528 0.019084 -0.1561 -0.3883 7.402 0.0037
0.09 0.25 0.450555 0.018835 -0.1672 -0.3963 8.4857 0.0038
0.09 0.26 0.444582 0.018587 -0.1782 -0.4043 9.6435 0.004
0.09 0.27 0.438609 0.018338 -0.1893 -0.4122 10.8753 0.0041
0.09 0.28 0.432637 0.018089 -0.2003 -0.4202 12.1811 0.0043
0.09 0.29 0.426664 0.01784 -0.2113 -0.4282 13.561 0.0045
0.09 0.3 0.420691 0.017592 -0.2224 -0.4362 15.0148 0.0046
0.09 0.31 0.414718 0.017343 -0.2334 -0.4441 16.5427 0.0048
0.09 0.32 0.408745 0.017094 -0.2445 -0.4521 18.1446 0.005
0.09 0.33 0.402772 0.016845 -0.2555 -0.4601 19.8205 0.0051
0.09 0.34 0.396799 0.016597 -0.2665 -0.4681 21.5704 0.0053
0.09 0.35 0.390827 0.016348 -0.2776 -0.476 23.3943 0.0055
0.09 0.36 0.384854 0.016099 -0.2886 -0.484 25.2922 0.0057
0.09 0.37 0.378881 0.01585 -0.2997 -0.492 27.2642 0.0059
0.09 0.38 0.372908 0.015602 -0.3107 -0.4999 29.3101 0.0061
0.09 0.39 0.366935 0.015353 -0.3217 -0.5079 31.4301 0.0063
0.09 0.4 0.360962 0.015104 -0.3328 -0.5159 33.6241 0.0065
0.09 0.41 0.354989 0.014855 -0.3438 -0.5239 35.8921 0.0067
0.09 0.42 0.349016 0.014607 -0.3549 -0.5318 38.2341 0.0069
0.09 0.43 0.343043 0.014358 -0.3659 -0.5398 40.6502 0.0071
0.09 0.44 0.337071 0.014109 -0.3769 -0.5478 43.1402 0.0073
0.09 0.45 0.331098 0.013861 -0.388 -0.5558 45.7043 0.0075
0.09 0.46 0.325125 0.013612 -0.399 -0.5637 48.3424 0.0077
0.09 0.47 0.319152 0.013363 -0.4101 -0.5717 51.0545 0.008
0.09 0.48 0.313179 0.013114 -0.4211 -0.5797 53.8406 0.0082
0.09 0.49 0.307206 0.012866 -0.4322 -0.5876 56.7007 0.0084
0.09 0.5 0.301233 0.012617 -0.4432 -0.5956 59.6349 0.0086
0.09 0.51 0.295261 0.012368 -0.4542 -0.6036 62.643 0.0089
0.09 0.52 0.289288 0.012119 -0.4653 -0.6116 65.7252 0.0091
0.09 0.53 0.283315 0.011871 -0.4763 -0.6195 68.8814 0.0093
0.09 0.54 0.277342 0.011622 -0.4874 -0.6275 72.1116 0.0096
0.09 0.55 0.271369 0.011373 -0.4984 -0.6355 75.4158 0.0098
0.09 0.56 0.265396 0.011124 -0.5094 -0.6434 78.7941 0.0101
0.09 0.57 0.259423 0.010876 -0.5205 -0.6514 82.2463 0.0103
0.09 0.58 0.25345 0.010627 -0.5315 -0.6594 85.7726 0.0106
0.09 0.59 0.247478 0.010378 -0.5426 -0.6674 89.3728 0.0108
0.09 0.6 0.241505 0.010129 -0.5536 -0.6753 93.0472 0.0111
0.09 0.61 0.235532 0.009881 -0.5646 -0.6833 96.7955 0.0114
0.09 0.62 0.229559 0.009632 -0.5757 -0.6913 100.6178 0.0116
0.09 0.63 0.223586 0.009383 -0.5867 -0.6993 104.5141 0.0119
0.09 0.64 0.217613 0.009134 -0.5978 -0.7072 108.4845 0.0122
0.09 0.65 0.21164 0.008886 -0.6088 -0.7152 112.5288 0.0124
0.09 0.66 0.205667 0.008637 -0.6198 -0.7232 116.6472 0.0127
0.09 0.67 0.199695 0.008388 -0.6309 -0.7311 120.8396 0.013
0.09 0.68 0.193722 0.00814 -0.6419 -0.7391 125.106 0.0133
0.09 0.69 0.187749 0.007891 -0.653 -0.7471 129.4465 0.0136
0.09 0.7 0.181776 0.007642 -0.664 -0.7551 133.8609 0.0139
0.09 0.71 0.175803 0.007393 -0.675 -0.763 138.3494 0.0142
0.09 0.72 0.16983 0.007145 -0.6861 -0.771 142.9119 0.0145
0.09 0.73 0.163857 0.006896 -0.6971 -0.779 147.5483 0.0148
0.09 0.74 0.157884 0.006647 -0.7082 -0.787 152.2588 0.0151
0.09 0.75 0.151912 0.006398 -0.7192 -0.7949 157.0434 0.0154
0.09 0.76 0.145939 0.00615 -0.7302 -0.8029 161.9019 0.0157
0.09 0.77 0.139966 0.005901 -0.7413 -0.8109 166.8344 0.016
0.09 0.78 0.133993 0.005652 -0.7523 -0.8188 171.841 0.0163
0.09 0.79 0.12802 0.005403 -0.7634 -0.8268 176.9216 0.0166
0.09 0.8 0.122047 0.005155 -0.7744 -0.8348 182.0762 0.017
0.09 0.81 0.116074 0.004906 -0.7854 -0.8428 187.3048 0.0173
0.09 0.82 0.110101 0.004657 -0.7965 -0.8507 192.6074 0.0176
0.09 0.83 0.104129 0.004408 -0.8075 -0.8587 197.984 0.0179
0.09 0.84 0.098156 0.00416 -0.8186 -0.8667 203.4347 0.0183
0.09 0.85 0.092183 0.003911 -0.8296 -0.8746 208.9594 0.0186
0.09 0.86 0.08621 0.003662 -0.8406 -0.8826 214.558 0.019
0.09 0.87 0.080237 0.003413 -0.8517 -0.8906 220.2307 0.0193
0.09 0.88 0.074264 0.003165 -0.8627 -0.8986 225.9775 0.0196
0.09 0.89 0.068291 0.002916 -0.8738 -0.9065 231.7982 0.02
0.09 0.9 0.062318 0.002667 -0.8848 -0.9145 237.6929 0.0203
0.09 0.91 0.056346 0.002418 -0.8958 -0.9225 243.6617 0.0207
0.09 0.92 0.050373 0.00217 -0.9069 -0.9305 249.7045 0.0211
0.09 0.93 0.0444 0.001921 -0.9179 -0.9384 255.8212 0.0214
0.09 0.94 0.038427 0.001672 -0.929 -0.9464 262.0121 0.0218
0.09 0.95 0.032454 0.001424 -0.94 -0.9544 268.2769 0.0222
0.09 0.96 0.026481 0.001175 -0.9511 -0.9623 274.6157 0.0225
0.09 0.97 0.020508 0.000926 -0.9621 -0.9703 281.0286 0.0229
0.09 0.98 0.014536 0.000677 -0.9731 -0.9783 287.5154 0.0233
0.09 0.99 0.008563 0.000429 -0.9842 -0.9863 294.0763 0.0237
0.1 0.0 0.599757 0.025049 0.1086 -0.1971 3.5814 0.0009
0.1 0.01 0.593785 0.024801 0.0976 -0.2051 2.8903 0.001
0.1 0.02 0.587812 0.024552 0.0865 -0.2131 2.2732 0.0011
0.1 0.03 0.581839 0.024303 0.0755 -0.2211 1.7301 0.0012
0.1 0.04 0.575866 0.024054 0.0644 -0.229 1.261 0.0013
0.1 0.05 0.569893 0.023806 0.0534 -0.237 0.866 0.0014
0.1 0.06 0.56392 0.023557 0.0424 -0.245 0.545 0.0015
0.1 0.07 0.557947 0.023308 0.0313 -0.2529 0.2979 0.0016
0.1 0.08 0.551974 0.023059 0.0203 -0.2609 0.1249 0.0017
0.1 0.09 0.546002 0.022811 0.0092 -0.2689 0.026 0.0018
0.1 0.1 0.540029 0.022562 -0.0018 -0.2769 0.001 0.0019
0.1 0.11 0.534056 0.022313 -0.0128 -0.2848 0.05 0.002
0.1 0.12 0.528083 0.022064 -0.0239 -0.2928 0.1731 0.0021
0.1 0.13 0.52211 0.021816 -0.0349 -0.3008 0.3702 0.0022
0.1 0.14 0.516137 0.021567 -0.046 -0.3088 0.6412 0.0023
0.1 0.15 0.510164 0.021318 -0.057 -0.3167 0.9863 0.0024
0.1 0.16 0.504192 0.02107 -0.068 -0.3247 1.4055 0.0026
0.1 0.17 0.498219 0.020821 -0.0791 -0.3327 1.8986 0.0027
0.1 0.18 0.492246 0.020572 -0.0901 -0.3406 2.4657 0.0028
0.1 0.19 0.486273 0.020323 -0.1012 -0.3486 3.1069 0.003
0.1 0.2 0.4803 0.020075 -0.1122 -0.3566 3.8221 0.0031
0.1 0.21 0.474327 0.019826 -0.1232 -0.3646 4.6113 0.0032
0.1 0.22 0.468354 0.019577 -0.1343 -0.3725 5.4745 0.0034
0.1 0.23 0.462381 0.019328 -0.1453 -0.3805 6.4117 0.0035
0.1 0.24 0.456409 0.01908 -0.1564 -0.3885 7.4229 0.0037
0.1 0.25 0.450436 0.018831 -0.1674 -0.3964 8.5082 0.0038
0.1 0.26 0.444463 0.018582 -0.1784 -0.4044 9.6675 0.004
0.1 0.27 0.43849 0.018333 -0.1895 -0.4124 10.9007 0.0041
0.1 0.28 0.432517 0.018085 -0.2005 -0.4204 12.208 0.0043
0.1 0.29 0.426544 0.017836 -0.2116 -0.4283 13.5894 0.0045
0.1 0.3 0.420571 0.017587 -0.2226 -0.4363 15.0447 0.0046
0.1 0.31 0.414598 0.017338 -0.2336 -0.4443 16.574 0.0048
0.1 0.32 0.408626 0.01709 -0.2447 -0.4523 18.1774 0.005
0.1 0.33 0.402653 0.016841 -0.2557 -0.4602 19.8548 0.0052
0.1 0.34 0.39668 0.016592 -0.2668 -0.4682 21.6061 0.0053
0.1 0.35 0.390707 0.016343 -0.2778 -0.4762 23.4315 0.0055
0.1 0.36 0.384734 0.016095 -0.2888 -0.4841 25.331 0.0057
0.1 0.37 0.378761 0.015846 -0.2999 -0.4921 27.3044 0.0059
0.1 0.38 0.372788 0.015597 -0.3109 -0.5001 29.3518 0.0061
0.1 0.39 0.366815 0.015348 -0.322 -0.5081 31.4733 0.0063
0.1 0.4 0.360843 0.0151 -0.333 -0.516 33.6688 0.0065
0.1 0.41 0.35487 0.014851 -0.344 -0.524 35.9383 0.0067
0.1 0.42 0.348897 0.014602 -0.3551 -0.532 38.2818 0.0069
0.1 0.43 0.342924 0.014354 -0.3661 -0.54 40.6993 0.0071
0.1 0.44 0.336951 0.014105 -0.3772 -0.5479 43.1908 0.0073
0.1 0.45 0.330978 0.013856 -0.3882 -0.5559 45.7564 0.0075
0.1 0.46 0.325005 0.013607 -0.3993 -0.5639 48.396 0.0077
0.1 0.47 0.319032 0.013359 -0.4103 -0.5718 51.1095 0.008
0.1 0.48 0.31306 0.01311 -0.4213 -0.5798 53.8971 0.0082
0.1 0.49 0.307087 0.012861 -0.4324 -0.5878 56.7587 0.0084
0.1 0.5 0.301114 0.012612 -0.4434 -0.5958 59.6944 0.0086
0.1 0.51 0.295141 0.012364 -0.4545 -0.6037 62.704 0.0089
0.1 0.52 0.289168 0.012115 -0.4655 -0.6117 65.7877 0.0091
0.1 0.53 0.283195 0.011866 -0.4765 -0.6197 68.9453 0.0093
0.1 0.54 0.277222 0.011617 -0.4876 -0.6276 72.177 0.0096
0.1 0.55 0.271249 0.011369 -0.4986 -0.6356 75.4827 0.0098
0.1 0.56 0.265277 0.01112 -0.5097 -0.6436 78.8624 0.0101
0.1 0.57 0.259304 0.010871 -0.5207 -0.6516 82.3162 0.0103
0.1 0.58 0.253331 0.010622 -0.5317 -0.6595 85.8439 0.0106
0.1 0.59 0.247358 0.010374 -0.5428 -0.6675 89.4457 0.0108
0.1 0.6 0.241385 0.010125 -0.5538 -0.6755 93.1215 0.0111
0.1 0.61 0.235412 0.009876 -0.5649 -0.6835 96.8712 0.0114
0.1 0.62 0.229439 0.009627 -0.5759 -0.6914 100.695 0.0116
0.1 0.63 0.223466 0.009379 -0.5869 -0.6994 104.5929 0.0119
0.1 0.64 0.217494 0.00913 -0.598 -0.7074 108.5647 0.0122
0.1 0.65 0.211521 0.008881 -0.609 -0.7153 112.6105 0.0124
0.1 0.66 0.205548 0.008633 -0.6201 -0.7233 116.7304 0.0127
0.1 0.67 0.199575 0.008384 -0.6311 -0.7313 120.9243 0.013
0.1 0.68 0.193602 0.008135 -0.6421 -0.7393 125.1922 0.0133
0.1 0.69 0.187629 0.007886 -0.6532 -0.7472 129.5341 0.0136
0.1 0.7 0.181656 0.007638 -0.6642 -0.7552 133.95 0.0139
0.1 0.71 0.175684 0.007389 -0.6753 -0.7632 138.44 0.0142
0.1 0.72 0.169711 0.00714 -0.6863 -0.7712 143.0039 0.0145
0.1 0.73 0.163738 0.006891 -0.6973 -0.7791 147.6419 0.0148
0.1 0.74 0.157765 0.006643 -0.7084 -0.7871 152.3539 0.0151
0.1 0.75 0.151792 0.006394 -0.7194 -0.7951 157.1399 0.0154
0.1 0.76 0.145819 0.006145 -0.7305 -0.803 161.9999 0.0157
0.1 0.77 0.139846 0.005896 -0.7415 -0.811 166.9339 0.016
0.1 0.78 0.133873 0.005648 -0.7525 -0.819 171.942 0.0163
0.1 0.79 0.127901 0.005399 -0.7636 -0.827 177.024 0.0166
0.1 0.8 0.121928 0.00515 -0.7746 -0.8349 182.1801 0.017
0.1 0.81 0.115955 0.004901 -0.7857 -0.8429 187.4102 0.0173
0.1 0.82 0.109982 0.004653 -0.7967 -0.8509 192.7143 0.0176
0.1 0.83 0.104009 0.004404 -0.8077 -0.8588 198.0924 0.0179
0.1 0.84 0.098036 0.004155 -0.8188 -0.8668 203.5446 0.0183
0.1 0.85 0.092063 0.003906 -0.8298 -0.8748 209.0707 0.0186
0.1 0.86 0.08609 0.003658 -0.8409 -0.8828 214.6709 0.019
0.1 0.87 0.080118 0.003409 -0.8519 -0.8907 220.345 0.0193
0.1 0.88 0.074145 0.00316 -0.8629 -0.8987 226.0932 0.0196
0.1 0.89 0.068172 0.002911 -0.874 -0.9067 231.9155 0.02
0.1 0.9 0.062199 0.002663 -0.885 -0.9147 237.8117 0.0204
0.1 0.91 0.056226 0.002414 -0.8961 -0.9226 243.7819 0.0207
0.1 0.92 0.050253 0.002165 -0.9071 -0.9306 249.8262 0.0211
0.1 0.93 0.04428 0.001917 -0.9182 -0.9386 255.9444 0.0214
0.1 0.94 0.038307 0.001668 -0.9292 -0.9465 262.1367 0.0218
0.1 0.95 0.032335 0.001419 -0.9402 -0.9545 268.403 0.0222
0.1 0.96 0.026362 0.00117 -0.9513 -0.9625 274.7433 0.0225
0.1 0.97 0.020389 0.000922 -0.9623 -0.9705 281.1577 0.0229
0.1 0.98 0.014416 0.000673 -0.9734 -0.9784 287.646 0.0233
0.1 0.99 0.008443 0.000424 -0.9844 -0.9864 294.2084 0.0237
0.11 0.0 0.599638 0.025045 0.1084 -0.1973 3.5668 0.0009
0.11 0.01 0.593665 0.024796 0.0973 -0.2053 2.8772 0.001
0.11 0.02 0.587692 0.024547 0.0863 -0.2132 2.2616 0.0011
0.11 0.03 0.581719 0.024299 0.0753 -0.2212 1.72 0.0012
0.11 0.04 0.575746 0.02405 0.0642 -0.2292 1.2524 0.0013
0.11 0.05 0.569774 0.023801 0.0532 -0.2371 0.8588 0.0014
0.11 0.06 0.563801 0.023552 0.0421 -0.2451 0.5393 0.0015
0.11 0.07 0.557828 0.023304 0.0311 -0.2531 0.2938 0.0016
0.11 0.08 0.551855 0.023055 0.0201 -0.2611 0.1222 0.0017
0.11 0.09 0.545882 0.022806 0.009 -0.269 0.0247 0.0018
0.11 0.1 0.539909 0.022557 -0.002 -0.277 0.0012 0.0019
0.11 0.11 0.533936 0.022309 -0.0131 -0.285 0.0518 0.002
0.11 0.12 0.527963 0.02206 -0.0241 -0.2929 0.1763 0.0021
0.11 0.13 0.521991 0.021811 -0.0351 -0.3009 0.3749 0.0022
0.11 0.14 0.516018 0.021563 -0.0462 -0.3089 0.6474 0.0023
0.11 0.15 0.510045 0.021314 -0.0572 -0.3169 0.994 0.0024
0.11 0.16 0.504072 0.021065 -0.0683 -0.3248 1.4146 0.0026
0.11 0.17 0.498099 0.020816 -0.0793 -0.3328 1.9092 0.0027
0.11 0.18 0.492126 0.020568 -0.0903 -0.3408 2.4779 0.0028
0.11 0.19 0.486153 0.020319 -0.1014 -0.3488 3.1205 0.003
0.11 0.2 0.48018 0.02007 -0.1124 -0.3567 3.8372 0.0031
0.11 0.21 0.474208 0.019821 -0.1235 -0.3647 4.6278 0.0032
0.11 0.22 0.468235 0.019573 -0.1345 -0.3727 5.4925 0.0034
0.11 0.23 0.462262 0.019324 -0.1455 -0.3806 6.4312 0.0035
0.11 0.24 0.456289 0.019075 -0.1566 -0.3886 7.4439 0.0037
0.11 0.25 0.450316 0.018826 -0.1676 -0.3966 8.5307 0.0038
0.11 0.26 0.444343 0.018578 -0.1787 -0.4046 9.6914 0.004
0.11 0.27 0.43837 0.018329 -0.1897 -0.4125 10.9262 0.0041
0.11 0.28 0.432397 0.01808 -0.2007 -0.4205 12.235 0.0043
0.11 0.29 0.426425 0.017831 -0.2118 -0.4285 13.6178 0.0045
0.11 0.3 0.420452 0.017583 -0.2228 -0.4365 15.0746 0.0046
0.11 0.31 0.414479 0.017334 -0.2339 -0.4444 16.6054 0.0048
0.11 0.32 0.408506 0.017085 -0.2449 -0.4524 18.2102 0.005
0.11 0.33 0.402533 0.016836 -0.2559 -0.4604 19.8891 0.0052
0.11 0.34 0.39656 0.016588 -0.267 -0.4683 21.6419 0.0053
0.11 0.35 0.390587 0.016339 -0.278 -0.4763 23.4688 0.0055
0.11 0.36 0.384614 0.01609 -0.2891 -0.4843 25.3697 0.0057
0.11 0.37 0.378642 0.015841 -0.3001 -0.4923 27.3446 0.0059
0.11 0.38 0.372669 0.015593 -0.3111 -0.5002 29.3936 0.0061
0.11 0.39 0.366696 0.015344 -0.3222 -0.5082 31.5165 0.0063
0.11 0.4 0.360723 0.015095 -0.3332 -0.5162 33.7135 0.0065
0.11 0.41 0.35475 0.014847 -0.3443 -0.5241 35.9844 0.0067
0.11 0.42 0.348777 0.014598 -0.3553 -0.5321 38.3294 0.0069
0.11 0.43 0.342804 0.014349 -0.3664 -0.5401 40.7484 0.0071
0.11 0.44 0.336832 0.0141 -0.3774 -0.5481 43.2415 0.0073
0.11 0.45 0.330859 0.013852 -0.3884 -0.556 45.8085 0.0075
0.11 0.46 0.324886 0.013603 -0.3995 -0.564 48.4495 0.0077
0.11 0.47 0.318913 0.013354 -0.4105 -0.572 51.1646 0.008
0.11 0.48 0.31294 0.013105 -0.4216 -0.58 53.9537 0.0082
0.11 0.49 0.306967 0.012857 -0.4326 -0.5879 56.8168 0.0084
0.11 0.5 0.300994 0.012608 -0.4436 -0.5959 59.7539 0.0086
0.11 0.51 0.295021 0.012359 -0.4547 -0.6039 62.765 0.0089
0.11 0.52 0.289049 0.01211 -0.4657 -0.6118 65.8501 0.0091
0.11 0.53 0.283076 0.011862 -0.4768 -0.6198 69.0093 0.0093
0.11 0.54 0.277103 0.011613 -0.4878 -0.6278 72.2425 0.0096
0.11 0.55 0.27113 0.011364 -0.4988 -0.6358 75.5496 0.0098
0.11 0.56 0.265157 0.011115 -0.5099 -0.6437 78.9308 0.0101
0.11 0.57 0.259184 0.010867 -0.5209 -0.6517 82.3861 0.0103
0.11 0.58 0.253211 0.010618 -0.532 -0.6597 85.9153 0.0106
0.11 0.59 0.247238 0.010369 -0.543 -0.6677 89.5185 0.0108
0.11 0.6 0.241266 0.01012 -0.554 -0.6756 93.1958 0.0111
0.11 0.61 0.235293 0.009872 -0.5651 -0.6836 96.9471 0.0114
0.11 0.62 0.22932 0.009623 -0.5761 -0.6916 100.7723 0.0116
0.11 0.63 0.223347 0.009374 -0.5872 -0.6995 104.6716 0.0119
0.11 0.64 0.217374 0.009126 -0.5982 -0.7075 108.645 0.0122
0.11 0.65 0.211401 0.008877 -0.6092 -0.7155 112.6923 0.0125
0.11 0.66 0.205428 0.008628 -0.6203 -0.7235 116.8136 0.0127
0.11 0.67 0.199455 0.008379 -0.6313 -0.7314 121.009 0.013
0.11 0.68 0.193483 0.008131 -0.6424 -0.7394 125.2784 0.0133
0.11 0.69 0.18751 0.007882 -0.6534 -0.7474 129.6218 0.0136
0.11 0.7 0.181537 0.007633 -0.6644 -0.7554 134.0392 0.0139
0.11 0.71 0.175564 0.007384 -0.6755 -0.7633 138.5306 0.0142
0.11 0.72 0.169591 0.007136 -0.6865 -0.7713 143.096 0.0145
0.11 0.73 0.163618 0.006887 -0.6976 -0.7793 147.7355 0.0148
0.11 0.74 0.157645 0.006638 -0.7086 -0.7872 152.4489 0.0151
0.11 0.75 0.151672 0.006389 -0.7196 -0.7952 157.2364 0.0154
0.11 0.76 0.1457 0.006141 -0.7307 -0.8032 162.0979 0.0157
0.11 0.77 0.139727 0.005892 -0.7417 -0.8112 167.0334 0.016
0.11 0.78 0.133754 0.005643 -0.7528 -0.8191 172.043 0.0163
0.11 0.79 0.127781 0.005394 -0.7638 -0.8271 177.1265 0.0166
0.11 0.8 0.121808 0.005146 -0.7748 -0.8351 182.2841 0.017
0.11 0.81 0.115835 0.004897 -0.7859 -0.843 187.5156 0.0173
0.11 0.82 0.109862 0.004648 -0.7969 -0.851 192.8212 0.0176
0.11 0.83 0.103889 0.004399 -0.808 -0.859 198.2008 0.018
0.11 0.84 0.097917 0.004151 -0.819 -0.867 203.6544 0.0183
0.11 0.85 0.091944 0.003902 -0.83 -0.8749 209.1821 0.0186
0.11 0.86 0.085971 0.003653 -0.8411 -0.8829 214.7837 0.019
0.11 0.87 0.079998 0.003404 -0.8521 -0.8909 220.4594 0.0193
0.11 0.88 0.074025 0.003156 -0.8632 -0.8989 226.2091 0.0197
0.11 0.89 0.068052 0.002907 -0.8742 -0.9068 232.0327 0.02
0.11 0.9 0.062079 0.002658 -0.8853 -0.9148 237.9305 0.0204
0.11 0.91 0.056107 0.00241 -0.8963 -0.9228 243.9022 0.0207
0.11 0.92 0.050134 0.002161 -0.9073 -0.9307 249.9479 0.0211
0.11 0.93 0.044161 0.001912 -0.9184 -0.9387 256.0677 0.0214
0.11 0.94 0.038188 0.001663 -0.9294 -0.9467 262.2614 0.0218
0.11 0.95 0.032215 0.001415 -0.9405 -0.9547 268.5292 0.0222
0.11 0.96 0.026242 0.001166 -0.9515 -0.9626 274.871 0.0225
0.11 0.97 0.020269 0.000917 -0.9625 -0.9706 281.2868 0.0229
0.11 0.98 0.014296 0.000668 -0.9736 -0.9786 287.7766 0.0233
0.11 0.99 0.008324 0.00042 -0.9846 -0.9866 294.3405 0.0237
0.12 0.0 0.599518 0.02504 0.1082 -0.1974 3.5523 0.0009
0.12 0.01 0.593545 0.024792 0.0971 -0.2054 2.8641 0.001
0.12 0.02 0.587573 0.024543 0.0861 -0.2134 2.25 0.0011
0.12 0.03 0.5816 0.024294 0.075 -0.2213 1.7099 0.0012
0.12 0.04 0.575627 0.024045 0.064 -0.2293 1.2438 0.0013
0.12 0.05 0.569654 0.023797 0.053 -0.2373 0.8517 0.0014
0.12 0.06 0.563681 0.023548 0.0419 -0.2453 0.5336 0.0015
0.12 0.07 0.557708 0.023299 0.0309 -0.2532 0.2896 0.0016
0.12 0.08 0.551735 0.02305 0.0198 -0.2612 0.1196 0.0017
0.12 0.09 0.545763 0.022802 0.0088 -0.2692 0.0235 0.0018
0.12 0.1 0.53979 0.022553 -0.0022 -0.2771 0.0015 0.0019
0.12 0.11 0.533817 0.022304 -0.0133 -0.2851 0.0535 0.002
0.12 0.12 0.527844 0.022056 -0.0243 -0.2931 0.1795 0.0021
0.12 0.13 0.521871 0.021807 -0.0354 -0.3011 0.3796 0.0022
0.12 0.14 0.515898 0.021558 -0.0464 -0.309 0.6536 0.0023
0.12 0.15 0.509925 0.021309 -0.0574 -0.317 1.0017 0.0024
0.12 0.16 0.503952 0.021061 -0.0685 -0.325 1.4238 0.0026
0.12 0.17 0.49798 0.020812 -0.0795 -0.333 1.9199 0.0027
0.12 0.18 0.492007 0.020563 -0.0906 -0.3409 2.49 0.0028
0.12 0.19 0.486034 0.020314 -0.1016 -0.3489 3.1341 0.003
0.12 0.2 0.480061 0.020066 -0.1126 -0.3569 3.8523 0.0031
0.12 0.21 0.474088 0.019817 -0.1237 -0.3648 4.6444 0.0032
0.12 0.22 0.468115 0.019568 -0.1347 -0.3728 5.5106 0.0034
