# Ang	-new/-old	+new/+old
# N	N	N
89.19	0.92436	0.922289
89.28	0.924306	0.922264
89.37	0.924269	0.922134
89.46	0.924143	0.922109
89.55	0.924106	0.922085
89.64	0.924069	0.921971
89.73	0.923943	0.921946
89.82	0.923906	0.921905
89.91	0.923852	0.921791
  90	0.923726	0.921766
90.09	0.923689	0.921742
90.18	0.923652	0.921717
90.27	0.923615	0.921603
90.36	0.923489	0.921562
90.45	0.923436	0.921537
90.54	0.923399	0.921424
90.63	0.923273	0.921399
90.72	0.923236	0.921374
90.81	0.923199	0.92126
90.9	0.923073	0.921219
90.99	0.923036	0.921194
91.08	0.922982	0.921081
91.17	0.922945	0.921056
91.26	0.922819	0.921031
91.35	0.922782	0.921007
91.44	0.922745	0.920877
91.53	0.92262	0.920852
91.62	0.922566	0.920827
91.71	0.922529	0.920714
91.8	0.922492	0.920689
91.89	0.922366	0.920664
91.98	0.922329	0.920534
92.07	0.922292	0.920509
92.16	0.92215	0.920485
92.25	0.922113	0.92046
92.34	0.922076	0.920346
92.43	0.92195	0.920305
92.52	0.921913	0.92028
92.61	0.921876	0.920167
92.7	0.921839	0.920142
92.79	0.921697	0.920117
92.88	0.92166	0.920004
92.97	0.921623	0.919963
93.06	0.921498	0.919938
93.15	0.921461	0.919913
93.24	0.921424	0.9198
93.33	0.92137	0.919775
93.42	0.921245	0.91975
93.51	0.921208	0.919621
93.6	0.921171	0.919596
93.69	0.921045	0.919571
93.78	0.921008	0.919546
93.87	0.920971	0.919433
93.96	0.920918	0.919408
94.05	0.920793	0.919367
94.14	0.920756	0.919254
94.23	0.920719	0.919229
94.32	0.920682	0.919204
94.41	0.920556	0.91918
94.5	0.920503	0.919066
94.59	0.920466	0.919025
94.68	0.92034	0.919001
94.77	0.920304	0.918887
94.86	0.920267	0.918862
94.95	0.92023	0.918838
95.04	0.920104	0.918797
95.13	0.920051	0.918683
95.22	0.920014	0.918659
95.31	0.919977	0.918634
95.4	0.919858	0.918521
95.49	0.919842	0.918499
95.58	0.919826	0.91846
95.67	0.919705	0.918438
95.76	0.919689	0.918327
95.85	0.919673	0.918304
95.94	0.919656	0.918282
96.03	0.919552	0.91826
96.12	0.919536	0.918132
96.21	0.919503	0.91811
96.3	0.919487	0.918088
96.39	0.919382	0.917976
96.48	0.919366	0.917954
96.57	0.91935	0.917932
96.66	0.919334	0.917893
96.75	0.919229	0.917782
96.84	0.919197	0.91776
96.93	0.919181	0.917737
97.02	0.919076	0.917715
97.11	0.91906	0.917604
97.2	0.919044	0.917565
97.29	0.919028	0.917543
97.38	0.918907	0.917432
97.47	0.91889	0.91741
97.56	0.918874	0.917387
97.65	0.918858	0.917365
97.74	0.918754	0.917238
97.83	0.918738	0.917215
97.92	0.918721	0.917193
98.01	0.918689	0.917171
98.1	0.918584	0.91706
98.19	0.918568	0.917021
98.28	0.918552	0.916999
98.37	0.918536	0.916977
98.46	0.918431	0.916866
98.55	0.918399	0.916843
98.64	0.918383	0.916821
98.73	0.918367	0.916694
98.82	0.918262	0.916671
98.91	0.918246	0.916649
  99	0.91823	0.916627
99.09	0.918197	0.916516
99.18	0.918093	0.916494
99.27	0.918077	0.916455
99.36	0.918061	0.916432
99.45	0.918045	0.916322
99.54	0.91794	0.916299
99.63	0.917924	0.916277
99.72	0.917892	0.916255
99.81	0.917787	0.916128
99.9	0.917771	0.916105
99.99	0.917755	0.916083
100.08	0.917739	0.915972
100.17	0.917634	0.91595
100.26	0.917602	0.915928
100.35	0.917585	0.915889
100.44	0.917481	0.915778
100.53	0.917465	0.915756
100.62	0.917449	0.915734
100.71	0.917433	0.915623
100.8	0.917328	0.915584
100.89	0.917296	0.915562
100.98	0.91728	0.91554
101.07	0.917264	0.915429
101.16	0.917159	0.915406
101.25	0.917143	0.915384
101.34	0.917127	0.915257
101.43	0.917006	0.915235
101.52	0.91699	0.915213
101.61	0.916974	0.91519
101.7	0.916958	0.915079
101.79	0.916853	0.915057
101.88	0.916837	0.915019
101.97	0.916821	0.914996
102.06	0.916789	0.914886
102.15	0.916684	0.914863
102.24	0.916668	0.914841
102.33	0.916652	0.91473
102.42	0.916636	0.914692
102.51	0.916531	0.91467
102.6	0.916499	0.914647
102.69	0.916483	0.914537
102.78	0.916378	0.914514
102.87	0.916362	0.914492
102.96	0.916346	0.914454
103.05	0.91633	0.914343
103.14	0.916209	0.914321
103.23	0.916193	0.914298
103.32	0.916177	0.914188
103.41	0.916171	0.914167
103.5	0.916075	0.914163
103.59	0.916069	0.91416
103.68	0.916062	0.914067
103.77	0.916039	0.914063
103.86	0.915944	0.914059
103.95	0.915937	0.914039
104.04	0.915931	0.913947
104.13	0.915924	0.913943
104.22	0.915829	0.913939
104.31	0.915806	0.913935
104.4	0.915799	0.913843
104.49	0.915792	0.913823
104.58	0.915697	0.913819
104.67	0.915691	0.913726
104.76	0.915684	0.913722
104.85	0.915589	0.913718
104.94	0.915566	0.913715
105.03	0.915559	0.913606
105.12	0.915552	0.913602
105.21	0.915457	0.913598
105.3	0.915451	0.913594
105.39	0.915444	0.913502
105.48	0.915421	0.913498
105.57	0.915326	0.913478
105.66	0.915319	0.913474
105.75	0.915313	0.913382
105.84	0.915306	0.913378
105.93	0.915211	0.913374
106.02	0.915188	0.91337
106.11	0.915181	0.913261
106.2	0.915174	0.913257
106.29	0.915079	0.913253
106.38	0.915073	0.91325
106.47	0.915066	0.913157
106.56	0.915059	0.913137
106.65	0.915036	0.913133
106.74	0.914941	0.913129
106.83	0.914935	0.913037
106.92	0.914928	0.913033
107.01	0.914921	0.913029
107.1	0.914826	0.913009
107.19	0.914803	0.912916
107.28	0.914796	0.912913
107.37	0.91479	0.912909
107.46	0.914695	0.912905
107.55	0.914688	0.912813
107.64	0.914681	0.912792
107.73	0.914675	0.912788
107.82	0.914563	0.912785
107.91	0.914557	0.912692
 108	0.91455	0.912688
108.09	0.914543	0.912685
108.18	0.914448	0.912664
108.27	0.914441	0.912572
108.36	0.914418	0.912568
108.45	0.914412	0.912564
108.54	0.914317	0.91256
108.63	0.91431	0.912468
108.72	0.914303	0.912448
108.81	0.914297	0.912444
108.9	0.914185	0.91244
108.99	0.914179	0.912348
109.08	0.914172	0.912344
109.17	0.914165	0.912323
109.26	0.914159	0.91232
109.35	0.914064	0.912227
109.44	0.914057	0.912223
109.53	0.914034	0.91222
109.62	0.914027	0.912216
109.71	0.913932	0.912195
109.8	0.913925	0.912103
109.89	0.913919	0.912099
109.98	0.913912	0.912095
110.07	0.913801	0.912091
110.16	0.913794	0.911999
110.25	0.913787	0.911979
110.34	0.913781	0.911975
110.43	0.913774	0.911971
110.52	0.913679	0.911879
110.61	0.913672	0.911875
110.7	0.913649	0.911871
110.79	0.913643	0.911851
110.88	0.913548	0.911758
110.97	0.913541	0.911755
111.06	0.913534	0.911751
111.15	0.913528	0.911747
111.24	0.913505	0.911655
111.33	0.91341	0.911634
111.42	0.913403	0.91163
111.51	0.913396	0.911627
111.6	0.91339	0.911623
111.69	0.913295	0.91153
111.78	0.913288	0.91151
111.87	0.913265	0.911506
111.96	0.913258	0.911502
112.05	0.913163	0.91141
112.14	0.913157	0.911406
112.23	0.91315	0.911402
112.32	0.913144	0.911294
112.41	0.913121	0.91129
112.5	0.913025	0.911286
112.59	0.913019	0.911282
112.68	0.913012	0.91119
112.77	0.912973	0.911188
112.86	0.912915	0.911172
112.95	0.912752	0.911172
113.04	0.912694	0.911084
113.13	0.912636	0.911084
113.22	0.912578	0.911084
113.31	0.912431	0.911084
113.4	0.912373	0.910979
113.49	0.912315	0.910979
113.58	0.912241	0.910979
113.67	0.912182	0.910979
113.76	0.912036	0.91089
113.85	0.911978	0.91089
113.94	0.91192	0.910874
114.03	0.911862	0.910874
114.12	0.911699	0.910786
114.21	0.911641	0.910786
114.3	0.911583	0.910786
114.39	0.911525	0.910786
114.48	0.911467	0.910681
114.57	0.911321	0.910681
114.66	0.911263	0.910681
114.75	0.911188	0.910681
114.84	0.91113	0.910592
114.93	0.911072	0.910576
115.02	0.910926	0.910576
115.11	0.910868	0.910576
115.2	0.91081	0.910488
115.29	0.910736	0.910488
115.38	0.910678	0.910488
115.47	0.910532	0.910471
115.56	0.910474	0.910383
115.65	0.910416	0.910383
115.74	0.910358	0.910383
115.83	0.910196	0.910383
115.92	0.910138	0.910294
116.01	0.91008	0.910278
116.1	0.910022	0.910278
116.19	0.909965	0.910278
116.28	0.909818	0.91019
116.37	0.909761	0.91019
116.46	0.909686	0.91019
116.55	0.909629	0.910173
116.64	0.909571	0.910085
116.73	0.909425	0.910085
116.82	0.909367	0.910085
116.91	0.909309	0.910085
 117	0.909235	0.909996
117.09	0.909178	0.90998
117.18	0.909032	0.90998
117.27	0.908974	0.90998
117.36	0.908916	0.909892
117.45	0.908858	0.909892
117.54	0.908801	0.909875
117.63	0.908639	0.909875
117.72	0.908581	0.909875
117.81	0.908523	0.909787
117.9	0.908466	0.909787
117.99	0.908408	0.909787
118.08	0.908262	0.90977
118.17	0.908188	0.909682
118.26	0.908131	0.909682
118.35	0.908073	0.909682
118.44	0.908015	0.909682
118.53	0.90787	0.909594
118.62	0.907812	0.909577
118.71	0.907754	0.909577
118.8	0.907681	0.909577
118.89	0.907623	0.909489
118.98	0.907477	0.909489
119.07	0.90742	0.909489
119.16	0.907362	0.909472
119.25	0.907305	0.909473
119.34	0.907231	0.909384
119.43	0.907085	0.909384
119.52	0.907028	0.909384
119.61	0.90697	0.909384
119.7	0.906913	0.909279
119.79	0.906855	0.909279
119.88	0.906782	0.909279
119.97	0.906636	0.909279
120.06	0.906579	0.909191
120.15	0.906521	0.909174
120.24	0.906464	0.909175
120.33	0.906406	0.909175
120.42	0.906261	0.909175
120.51	0.906187	0.909086
120.6	0.90613	0.909086
120.69	0.906072	0.90907
120.78	0.906015	0.90907
120.87	0.90587	0.908981
120.96	0.905812	0.908981
121.05	0.905739	0.908981
121.14	0.905681	0.908981
121.23	0.905624	0.908876
121.32	0.905479	0.908877
121.41	0.905421	0.908877
121.5	0.905364	0.908877
121.59	0.905307	0.908877
121.68	0.905233	0.908788
121.77	0.905176	0.908772
121.86	0.905031	0.908772
121.95	0.904973	0.908772
122.04	0.904916	0.908683
122.13	0.904859	0.908683
122.22	0.904785	0.908683
122.31	0.90464	0.908667
122.4	0.904583	0.908667
122.49	0.904526	0.908579
122.58	0.904468	0.908579
122.67	0.904411	0.908579
122.76	0.90425	0.908579
122.85	0.904193	0.908474
122.94	0.904136	0.908474
123.03	0.904078	0.908474
123.12	0.904021	0.908474
123.21	0.903964	0.908474
123.3	0.903819	0.908369
123.39	0.903746	0.908369
123.48	0.903689	0.908369
123.57	0.903631	0.908369
123.66	0.903574	0.908369
123.75	0.903429	0.908281
123.84	0.903372	0.908264
123.93	0.903299	0.908264
124.02	0.903253	0.908232
124.11	0.903225	0.908062
124.2	0.903196	0.90798
124.29	0.90308	0.907897
124.38	0.903052	0.907799
124.47	0.903024	0.907717
124.56	0.902979	0.907546
124.65	0.902951	0.907465
124.74	0.902922	0.907382
124.83	0.902806	0.9073
124.92	0.902778	0.907202
125.01	0.90275	0.907032
125.1	0.902705	0.90695
125.19	0.902677	0.906868
125.28	0.902561	0.906786
125.37	0.902533	0.906616
125.46	0.902504	0.906518
125.55	0.902476	0.906436
125.64	0.902432	0.906354
125.73	0.902403	0.906272
125.82	0.902287	0.906102
125.91	0.902259	0.906004
 126	0.902231	0.905922
126.09	0.902202	0.905841
126.18	0.902174	0.905759
126.27	0.90213	0.905589
126.36	0.902014	0.905507
126.45	0.901985	0.905409
126.54	0.901957	0.905327
126.63	0.901929	0.905246
126.72	0.901901	0.905076
126.81	0.901769	0.904994
126.9	0.90174	0.904913
126.99	0.901712	0.904815
127.08	0.901684	0.904645
127.17	0.901655	0.904564
127.26	0.901627	0.904482
127.35	0.901511	0.904401
127.44	0.901467	0.904319
127.53	0.901439	0.904133
127.62	0.90141	0.904052
127.71	0.901382	0.90397
127.8	0.901354	0.903889
127.89	0.901238	0.903808
127.98	0.901193	0.903638
128.07	0.901165	0.90354
128.16	0.901137	0.903459
128.25	0.901109	0.903378
128.34	0.901081	0.903296
128.43	0.900965	0.903127
128.52	0.900937	0.903029
128.61	0.900892	0.902948
128.7	0.900864	0.902867
128.79	0.900836	0.902786
128.88	0.900807	0.902616
128.97	0.900692	0.902535
129.06	0.900664	0.902438
129.15	0.900619	0.902356
129.24	0.900591	0.902275
129.33	0.900563	0.902106
129.42	0.900535	0.902025
129.51	0.900419	0.901944
129.6	0.900391	0.901847
129.69	0.900346	0.901765
129.78	0.900318	0.901596
129.87	0.90029	0.901515
129.96	0.900262	0.901434
130.05	0.900146	0.901353
130.14	0.900118	0.901256
130.23	0.90009	0.901087
130.32	0.900045	0.901006
130.41	0.900017	0.900925
130.5	0.899989	0.900844
130.59	0.899873	0.900763
130.68	0.899845	0.900578
130.77	0.899817	0.900497
130.86	0.899772	0.900417
130.95	0.899744	0.900336
131.04	0.899716	0.900255
131.13	0.8996	0.900086
131.22	0.899572	0.899989
131.31	0.899544	0.899908
131.4	0.899516	0.899828
131.49	0.899472	0.899747
131.58	0.899444	0.899578
131.67	0.899328	0.899481
131.76	0.8993	0.899401
131.85	0.899272	0.89932
131.94	0.899243	0.899239
132.03	0.899199	0.899159
132.12	0.899083	0.89899
132.21	0.899055	0.898893
132.3	0.899027	0.898813
132.39	0.898999	0.898732
132.48	0.898971	0.898652
132.57	0.898839	0.898484
132.66	0.898811	0.898403
132.75	0.898783	0.898306
132.84	0.898755	0.898226
132.93	0.898727	0.898145
133.02	0.898611	0.897977
133.11	0.898583	0.897897
133.2	0.898539	0.897816
133.29	0.898511	0.89772
133.38	0.898483	0.897639
133.47	0.898455	0.897471
133.56	0.898339	0.897391
133.65	0.898311	0.89731
133.74	0.898267	0.89723
133.83	0.898238	0.897133
133.92	0.89821	0.897053
134.01	0.898095	0.896885
134.1	0.898067	0.896805
134.19	0.898039	0.896725
134.28	0.898011	0.896628
134.37	0.897967	0.896548
134.46	0.897938	0.89638
134.55	0.897823	0.8963
134.64	0.897795	0.89622
134.73	0.897767	0.89614
134.82	0.897739	0.896043
134.91	0.897695	0.895963
 135	0.897579	0.895796
135.09	0.897551	0.895715
135.18	0.897523	0.895635
135.27	0.897495	0.895555
135.36	0.897467	0.895459
135.45	0.897351	0.895292
135.54	0.897307	0.895212
135.63	0.897279	0.895132
135.72	0.897251	0.895052
135.81	0.897223	0.894972
135.9	0.897195	0.894875
135.99	0.89708	0.894708
136.08	0.897035	0.894628
136.17	0.897007	0.894548
136.26	0.896979	0.894468
136.35	0.896951	0.894388
136.44	0.896923	0.894205
136.53	0.896808	0.894125
136.62	0.896764	0.894045
136.71	0.896736	0.893966
136.8	0.896708	0.893886
136.89	0.89668	0.89379
136.98	0.896564	0.893623
137.07	0.896536	0.893543
137.16	0.896508	0.893463
137.25	0.896464	0.893384
137.34	0.896436	0.893304
137.43	0.896408	0.893121
137.52	0.896293	0.893041
137.61	0.896265	0.892961
137.7	0.896237	0.892882
137.79	0.896201	0.892828
137.88	0.896196	0.892742
137.97	0.896105	0.892727
138.06	0.896101	0.892728
138.15	0.896096	0.892729
138.24	0.896092	0.892643
138.33	0.896088	0.892644
138.42	0.896068	0.892645
138.51	0.895976	0.89263
138.6	0.895972	0.892544
138.69	0.895968	0.892545
138.78	0.895964	0.892546
138.87	0.895959	0.892548
138.96	0.895939	0.892549
139.05	0.895848	0.892446
139.14	0.895843	0.892448
139.23	0.895839	0.892449
139.32	0.895835	0.89245
139.41	0.895831	0.892364
139.5	0.89581	0.892365
139.59	0.895719	0.89235
139.68	0.895715	0.892351
139.77	0.895711	0.892352
139.86	0.895706	0.892266
139.95	0.895615	0.892267
140.04	0.895611	0.892252
140.13	0.89559	0.892253
140.22	0.895586	0.892167
140.31	0.895582	0.892168
140.4	0.89549	0.892169
140.49	0.895486	0.89217
140.58	0.895482	0.892155
140.67	0.895462	0.892069
140.76	0.895458	0.89207
140.85	0.895366	0.892071
140.94	0.895362	0.892073
141.03	0.895357	0.891986
141.12	0.895353	0.891971
141.21	0.895349	0.891973
141.3	0.895241	0.891974
141.39	0.895237	0.891975
141.48	0.895233	0.891889
141.57	0.895229	0.89189
141.66	0.895225	0.891875
141.75	0.895133	0.891876
141.84	0.895113	0.89179
141.93	0.895109	0.891791
142.02	0.895104	0.891792
142.11	0.8951	0.891793
142.2	0.895009	0.891778
142.29	0.895005	0.891692
142.38	0.894984	0.891693
142.47	0.89498	0.891694
142.56	0.894976	0.891695
142.65	0.894884	0.89168
142.74	0.89488	0.891594
142.83	0.894876	0.891595
142.92	0.894872	0.891596
143.01	0.894852	0.891598
143.1	0.89476	0.891511
143.19	0.894756	0.891496
143.28	0.894752	0.891497
143.37	0.894747	0.891499
143.46	0.894743	0.8915
143.55	0.894636	0.891414
143.64	0.894631	0.891415
143.73	0.894627	0.8914
143.82	0.894623	0.891401
143.91	0.894619	0.891402
 144	0.894527	0.891316
144.09	0.894523	0.891317
144.18	0.894503	0.891318
144.27	0.894499	0.891303
144.36	0.894495	0.891304
144.45	0.894403	0.891218
144.54	0.894399	0.891219
144.63	0.894395	0.89122
144.72	0.894374	0.891221
144.81	0.89437	0.891119
144.9	0.894279	0.89112
144.99	0.894274	0.891121
145.08	0.89427	0.891123
145.17	0.894266	0.891124
145.26	0.894262	0.891021
145.35	0.894154	0.891022
145.44	0.89415	0.891024
145.53	0.894146	0.891025
145.62	0.894142	0.891026
145.71	0.894138	0.89094
145.8	0.894046	0.890925
145.89	0.894026	0.890926
145.98	0.894022	0.890927
146.07	0.894017	0.890928
146.16	0.894013	0.890842
146.25	0.893922	0.890843
146.34	0.893918	0.890828
146.43	0.893897	0.890829
146.52	0.893893	0.89083
146.61	0.893889	0.890744
146.7	0.893797	0.890745
146.79	0.893793	0.890746
146.88	0.893789	0.890731
146.97	0.893785	0.890732
147.06	0.893764	0.890646
147.15	0.89376	0.890647
147.24	0.893669	0.890649
147.33	0.893665	0.89065
147.42	0.89366	0.890635
147.51	0.893656	0.890548
147.6	0.893636	0.89055
147.69	0.893544	0.890551
147.78	0.89354	0.890552
147.87	0.893536	0.890553
147.96	0.893532	0.890451
148.05	0.893528	0.890452
148.14	0.893436	0.890453
148.23	0.893416	0.890454
148.32	0.893412	0.890455
148.41	0.893408	0.890353
148.5	0.893403	0.890354
148.59	0.893312	0.890355
148.68	0.893308	0.890356
148.77	0.893287	0.890357
148.86	0.893283	0.890271
148.95	0.893279	0.890256
149.04	0.893275	0.890257
149.13	0.893183	0.890258
149.22	0.893179	0.89026
149.31	0.893159	0.890173
149.4	0.893155	0.890175
149.49	0.893151	0.890159
149.58	0.893059	0.890161
149.67	0.893055	0.890162
149.76	0.893051	0.890076
149.85	0.893047	0.890077
149.94	0.893026	0.890078
150.03	0.892935	0.890063
150.12	0.892931	0.890064
150.21	0.892927	0.889978
150.3	0.892922	0.889979
150.39	0.892918	0.88998
150.48	0.892898	0.889981
150.57	0.892806	0.889966
150.66	0.892802	0.88988
150.75	0.892798	0.889881
150.84	0.892794	0.889882
150.93	0.89279	0.889883
151.02	0.892698	0.889868
151.11	0.892678	0.889782
151.2	0.892674	0.889783
151.29	0.89267	0.889784
151.38	0.892665	0.889786
151.47	0.892661	0.889787
151.56	0.89257	0.889684
151.65	0.892549	0.889686
151.74	0.892545	0.889687
151.83	0.892541	0.889688
151.92	0.892537	0.889689
152.01	0.892445	0.88969
152.1	0.892441	0.889588
152.19	0.892437	0.889589
152.28	0.892417	0.88959
152.37	0.892413	0.889591
152.46	0.892408	0.889592
152.55	0.892317	0.889506
152.64	0.892313	0.889491
152.73	0.892309	0.889492
152.82	0.892288	0.889493
152.91	0.892284	0.889494
 153	0.892193	0.889408
153.09	0.892189	0.889409
153.18	0.892184	0.889394
153.27	0.89218	0.889395
153.36	0.89216	0.889397
153.45	0.892156	0.889398
153.54	0.892064	0.889312
153.63	0.89206	0.889296
153.72	0.892056	0.889298
153.81	0.892052	0.889299
153.9	0.892048	0.8893
153.99	0.892027	0.889214
154.08	0.891936	0.889215
154.17	0.891932	0.8892
154.26	0.891927	0.889201
154.35	0.891923	0.889202
154.44	0.891919	0.889116
154.53	0.891812	0.889117
154.62	0.891807	0.889118
154.71	0.891803	0.889103
154.8	0.891799	0.889104
154.89	0.891795	0.889105
154.98	0.891791	0.889019
155.07	0.891699	0.889021
155.16	0.891679	0.889022
155.25	0.891675	0.889007
155.34	0.891671	0.889008
155.43	0.891667	0.888922
155.52	0.891662	0.888924
155.61	0.891571	0.888925
155.7	0.891551	0.888926
155.79	0.891546	0.888912
155.88	0.891542	0.888913
155.97	0.891538	0.888827
156.06	0.891447	0.888828
156.15	0.891442	0.88883
156.24	0.891422	0.888831
156.33	0.891418	0.888816
156.42	0.891414	0.88873
156.51	0.89141	0.888731
156.6	0.891318	0.888733
156.69	0.891314	0.888734
156.78	0.89131	0.888719
156.87	0.89129	0.888721
156.96	0.891285	0.888635
157.05	0.891281	0.888636
157.14	0.89119	0.888637
157.23	0.891186	0.888639
157.32	0.891182	0.888624
157.41	0.891161	0.888538
157.5	0.891157	0.888539
157.59	0.891153	0.88854
157.68	0.891061	0.888542
157.77	0.891057	0.888543
157.86	0.891053	0.888528
157.95	0.891049	0.888442
158.04	0.891029	0.888444
158.13	0.891025	0.888445
158.22	0.890933	0.888446
158.31	0.890929	0.888448
158.4	0.890925	0.888433
158.49	0.890921	0.888347
158.58	0.8909	0.888348
158.67	0.890896	0.888349
158.76	0.890805	0.888351
158.85	0.890801	0.888352
158.94	0.890796	0.88825
159.03	0.890792	0.888251
159.12	0.890772	0.888252
159.21	0.890768	0.888254
159.3	0.890676	0.888255
159.39	0.890672	0.88824
159.48	0.890668	0.888154
159.57	0.890664	0.888156
159.66	0.89066	0.888157
159.75	0.890639	0.888158
159.84	0.890548	0.88816
159.93	0.890544	0.888145
160.02	0.89054	0.888059
160.11	0.890536	0.88806
160.2	0.890531	0.888062
160.29	0.890511	0.888063
160.38	0.89042	0.888064
160.47	0.890416	0.887962
160.56	0.890411	0.887963
160.65	0.890407	0.887965
160.74	0.890403	0.887966
160.83	0.890399	0.88788
160.92	0.890291	0.887881
161.01	0.890287	0.887866
161.1	0.890283	0.887868
161.19	0.890279	0.887782
161.28	0.890275	0.887783
161.37	0.890271	0.887785
161.46	0.890163	0.887786
161.55	0.890159	0.887684
161.64	0.890155	0.887685
161.73	0.890151	0.887686
161.82	0.890146	0.887688
161.91	0.890142	0.887689
 162	0.890051	0.887587
162.09	0.890031	0.887588
162.18	0.890026	0.887589
162.27	0.890022	0.887591
162.36	0.890018	0.887505
162.45	0.890014	0.887506
162.54	0.889923	0.887491
162.63	0.889902	0.887493
162.72	0.889898	0.887407
162.81	0.889894	0.887408
162.9	0.88989	0.887409
162.99	0.889886	0.887411
163.08	0.889794	0.887396
163.17	0.889774	0.88731
163.26	0.88977	0.887311
163.35	0.889766	0.887312
163.44	0.889761	0.887314
163.53	0.889757	0.887228
163.62	0.889666	0.887213
163.71	0.889662	0.887214
163.8	0.889642	0.887216
163.89	0.889637	0.88713
163.98	0.889633	0.887131
164.07	0.889629	0.887132
164.16	0.889625	0.887117
164.25	0.889534	0.887119
164.34	0.889513	0.887033
164.43	0.889509	0.887034
164.52	0.889505	0.887035
164.61	0.889501	0.887037
164.7	0.889497	0.886934
164.79	0.889405	0.886936
164.88	0.889401	0.886937
164.97	0.889381	0.886939
165.06	0.889377	0.886852
165.15	0.889372	0.886838
165.24	0.889368	0.886839
165.33	0.889277	0.88684
165.42	0.889273	0.886842
165.51	0.889252	0.886756
165.6	0.889248	0.886757
165.69	0.889244	0.886742
165.78	0.88924	0.886743
165.87	0.889236	0.886657
165.96	0.889144	0.886659
166.05	0.889124	0.88666
166.14	0.88912	0.886661
166.23	0.889116	0.886647
166.32	0.889112	0.886561
166.41	0.889108	0.886562
166.5	0.889016	0.886563
166.59	0.889012	0.886565
166.68	0.888992	0.886478
166.77	0.888988	0.886464
166.86	0.888984	0.886465
166.95	0.888979	0.886466
167.04	0.888975	0.88638
167.13	0.888884	0.886382
167.22	0.888864	0.886383
167.31	0.888859	0.886368
167.4	0.888855	0.886369
167.49	0.888851	0.886283
167.58	0.888847	0.886285
167.67	0.888756	0.886286
167.76	0.888751	0.886271
167.85	0.888731	0.886185
167.94	0.888727	0.886187
168.03	0.888723	0.886188
168.12	0.888719	0.886189
168.21	0.888715	0.886191
168.3	0.888623	0.886088
168.39	0.888603	0.88609
168.48	0.888599	0.886091
168.57	0.888595	0.886092
168.66	0.88859	0.886006
168.75	0.888586	0.886008
168.84	0.888495	0.885993
168.93	0.888491	0.885994
169.02	0.888471	0.885908
169.11	0.888466	0.885909
169.2	0.888462	0.885911
169.29	0.888458	0.885912
169.38	0.888454	0.885897
169.47	0.888363	0.885811
169.56	0.888342	0.885813
169.65	0.888338	0.885814
169.74	0.888334	0.885815
169.83	0.88833	0.885729
169.92	0.888326	0.885714
170.01	0.888234	0.885716
170.1	0.888214	0.885717
170.19	0.88821	0.885718
170.28	0.888206	0.885632
170.37	0.888202	0.885617
170.46	0.888198	0.885619
170.55	0.888193	0.88562
170.64	0.888102	0.885534
170.73	0.888082	0.885535
170.82	0.888078	0.885537
170.91	0.888073	0.885522
 171	0.888069	0.885523
171.09	0.888065	0.885437
171.18	0.888061	0.885439
171.27	0.887954	0.88544
171.36	0.887949	0.885441
171.45	0.887945	0.885339
171.54	0.887941	0.88534
171.63	0.887937	0.885342
171.72	0.887933	0.885343
171.81	0.887929	0.885344
171.9	0.887821	0.885258
171.99	0.887817	0.885243
172.08	0.887813	0.885245
172.17	0.887809	0.885246
172.26	0.887805	0.88516
172.35	0.8878	0.885161
172.44	0.887693	0.885163
172.53	0.887689	0.885148
172.62	0.887685	0.885149
172.71	0.887681	0.885063
172.8	0.887676	0.885065
172.89	0.887672	0.885066
172.98	0.887652	0.885067
173.07	0.887561	0.884965
173.16	0.887557	0.884966
173.25	0.887552	0.884968
173.34	0.887548	0.884969
173.43	0.887544	0.88497
173.52	0.88754	0.884868
173.61	0.88752	0.884869
173.7	0.887428	0.884871
173.79	0.887424	0.884872
173.88	0.88742	0.884786
173.97	0.887416	0.884787
174.06	0.887412	0.884772
174.15	0.887392	0.884774
174.24	0.887387	0.884775
174.33	0.887296	0.884689
174.42	0.887292	0.884691
174.51	0.887288	0.884692
174.6	0.887284	0.884677
174.69	0.88728	0.884591
174.78	0.887259	0.884592
174.87	0.887255	0.884594
174.96	0.887164	0.884595
175.05	0.88716	0.884596
175.14	0.887156	0.884494
175.23	0.887151	0.884495
175.32	0.887131	0.884497
175.41	0.887127	0.884498
175.5	0.887123	0.884412
175.59	0.887031	0.884413
175.68	0.887027	0.884399
175.77	0.887023	0.8844
175.86	0.887003	0.884401
175.95	0.886999	0.884315
176.04	0.886995	0.884316
176.13	0.886991	0.884302
176.22	0.886899	0.884216
176.31	0.886895	0.884217
176.4	0.886891	0.884218
176.49	0.886871	0.884132
176.58	0.886867	0.884134
176.67	0.886862	0.884119
176.76	0.886858	0.884033
176.85	0.886767	0.884034
176.94	0.886763	0.884035
177.03	0.886743	0.883949
177.12	0.886738	0.883951
177.21	0.886734	0.883848
177.3	0.88673	0.88385
177.39	0.886726	0.883851
177.48	0.886722	0.883765
177.57	0.886631	0.883766
177.66	0.88661	0.883768
177.75	0.886606	0.883666
177.84	0.886602	0.883667
177.93	0.886598	0.883668
178.02	0.886594	0.883582
178.11	0.88659	0.883583
178.2	0.886482	0.883585
178.29	0.886478	0.883482
178.38	0.886474	0.883484
178.47	0.88647	0.883485
178.56	0.886466	0.883399
178.65	0.886462	0.8834
178.74	0.886457	0.883386
178.83	0.88635	0.8833
178.92	0.886346	0.883301
179.01	0.886342	0.883302
